Class,Value,Timestamp
Toilet,1,2019-04-03 18:51:55
Toilet,0,2019-04-03 18:56:17
Toilet,1,2019-04-03 18:56:43
Toilet,0,2019-04-03 19:05:01
Toilet,1,2019-04-03 19:07:09
Toilet,0,2019-04-03 19:09:17
Toilet,1,2019-04-03 20:57:04
Toilet,0,2019-04-03 21:01:13
Toilet,1,2019-04-04 04:15:22
Toilet,0,2019-04-04 04:19:31
Toilet,1,2019-04-04 04:59:14
Toilet,0,2019-04-04 05:01:22
Toilet,1,2019-04-04 05:05:21
Toilet,0,2019-04-04 05:07:33
Toilet,1,2019-04-04 05:07:51
Toilet,0,2019-04-04 05:09:59
Toilet,1,2019-04-04 05:36:59
Toilet,0,2019-04-04 05:39:12
Toilet,1,2019-04-04 05:51:14
Toilet,0,2019-04-04 05:53:33
Toilet,1,2019-04-04 05:56:02
Toilet,0,2019-04-04 06:02:25
Toilet,1,2019-04-04 06:03:34
Toilet,0,2019-04-04 06:05:52
Toilet,1,2019-04-04 07:02:12
Toilet,0,2019-04-04 07:04:23
Toilet,1,2019-04-04 07:04:37
Toilet,0,2019-04-04 07:06:56
Toilet,1,2019-04-04 07:58:09
Toilet,0,2019-04-04 08:00:16
Toilet,1,2019-04-04 09:00:26
Toilet,0,2019-04-04 09:02:35
Toilet,1,2019-04-04 09:50:17
Toilet,0,2019-04-04 09:52:29
Toilet,1,2019-04-04 09:53:03
Toilet,0,2019-04-04 09:55:15
Toilet,1,2019-04-04 11:56:06
Toilet,0,2019-04-04 11:58:14
Toilet,1,2019-04-04 13:18:05
Toilet,0,2019-04-04 13:20:12
Toilet,1,2019-04-04 13:20:48
Toilet,0,2019-04-04 13:23:02
Toilet,1,2019-04-04 13:38:56
Toilet,0,2019-04-04 13:41:13
Toilet,1,2019-04-04 13:41:44
Toilet,0,2019-04-04 13:44:04
Toilet,1,2019-04-04 14:26:55
Toilet,0,2019-04-04 14:29:07
Toilet,1,2019-04-04 14:38:28
Toilet,0,2019-04-04 14:40:39
Toilet,1,2019-04-04 14:42:00
Toilet,0,2019-04-04 14:44:18
Toilet,1,2019-04-04 15:08:17
Toilet,0,2019-04-04 15:10:28
Toilet,1,2019-04-04 15:11:53
Toilet,0,2019-04-04 15:14:09
Toilet,1,2019-04-04 15:22:30
Toilet,0,2019-04-04 15:24:49
Toilet,1,2019-04-04 15:39:08
Toilet,0,2019-04-04 15:43:18
